leverans_id,prenumeration_id,kund_id,pren_startdatum,paus_från,paus_till,pren_avslutsdatum,kasstyp,kostpreferens,antal_portioner,leveransvecka,leveransdatum,postnummer,veckapris,leveransstatus,recept_1,recept_2,recept_3,omdöme_text,omdömesdatum,omdömesbetyg
LEV-2024-000114,PREN-1166,KUND-05165,2024-05-14,,,2024-09-29,Familjekassen,Standard,4,2024-W28,2024-07-10,50588,719,LEVERERAD,Fiskpinnar med potatismos,Köttbullar med makaroner,Pannkakor med sylt,Bästa matkassen vi testat. Rekommenderas!,2024-07-14,5
LEV-2024-000115,PREN-1167,KUND-05166,2024-04-09,,,,KLASSISK,Standard,4,2024-W28,2024-07-08,10140,699,Delivered,Pasta Carbonara,Kycklinggryta med ris,Biff med bearnaise,,,
LEV-2024-000116,PREN-1170,KUND-05169,2024-05-02,2024-06-13,2024-06-27,,Klassisk,,4,2024-W28,2024-07-08,90498,699,Missad,Kycklinggryta med ris,Köttfärssås med pasta,Laxfile med potatismos,,,
LEV-2024-000117,PREN-1171,KUND-05170,2024-05-16,,,2024-08-08,Snabb & Enkel,Standard,2,2024-W28,2024-07-09,40595,459,Levererad,Snabb tomatsoppa,15-minuters wok,Wrap med kyckling,Gott men för lite grönsaker i familjevarianten.,2024-07-16,3
LEV-2024-000118,PREN-1172,KUND-05171,2024-07-03,,,,Vegetarisk,Standard,2,2024-W28,2024-07-10,10713,0,Levererad,Vegansk burrito bowl,Thai-curry med tofu,Svamprisotto,,,
LEV-2024-000119,PREN-1173,KUND-05172,2024-05-05,,,,Vegetarisk,Standard,0,2024-W28,2024-07-08,90777,479,Levererad,Svamprisotto,Vegetarisk lasagne,Halloumisallad,,,
LEV-2024-000120,PREN-1174,KUND-05173,2024-04-20,,,,Klassisk,Standard,2,2024-W28,2024-07-08,60891,499,Levererad,Panerad fisk med remouladsås,Kyckling Tikka Masala,Biff med bearnaise,,,
LEV-2024-000121,PREN-1176,KUND-05175,2024-04-22,2024-06-17,2024-06-26,,Klassisk,Standard,4,2024-W28,2024-07-09,10488,699,Levererad,Biff med bearnaise,Kyckling Tikka Masala,Panerad fisk med remouladsås,,,
LEV-2024-000122,PREN-1178,KUND-05177,2024-06-08,,,,Familj,Laktosfri,4,2024-W28,2024-07-08,40790,749,Levererad,Tacos,Chicken nuggets-sallad,Fiskpinnar med potatismos,,,
LEV-2024-000123,PREN-1179,KUND-05178,2024-06-03,,,,Familj,Standard,4,2024-W28,2024-07-08,SE-100 30,719,Levererad,Köttbullar med makaroner,Barnens favorit-pasta,Chicken nuggets-sallad,,,
LEV-2024-000124,PREN-1181,KUND-05180,2024-04-29,,,2024-08-05,Klassisk,Standard,2,2024-W28,2024-07-10,10116,499,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Kyckling Tikka Masala,Barnen älskade Köttfärssås med pasta. Kommer definitivt beställa igen!,2024-07-16,4
LEV-2024-000125,PREN-1187,KUND-05186,2024-06-27,,,2024-07-15,Vegetarisk,Standard,2,2024-W28,2024-07-10,21674,479,Levererad,Falafel med hummus,Vegetarisk lasagne,Pasta med pesto och mozarella,Överraskad över hur gott det blev! Ny favoriträtt.,2024-07-17,4
LEV-2024-000126,PREN-1196,KUND-05195,2024-06-17,,,,Familj,Laktosfri,4,2024-W28,2024-07-10,20754,749,Levererad,Chicken nuggets-sallad,Pannkakor med sylt,Köttbullar med makaroner,Barnen älskade Köttbullar med makaroner. Kommer definitivt beställa igen!,2024-07-13,4
LEV-2024-000127,PREN-1197,KUND-05196,2024-06-14,,,2024-07-29,Klassisk,Ingen preferens,2,2024-W28,2024-07-08,80528,499,Levererad,Kyckling Tikka Masala,Laxfile med potatismos,Köttfärssås med pasta,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-07-13,5
LEV-2024-000128,PREN-1198,KUND-05197,2024-06-06,,,2024-07-15,Familj,Standard,6,2024-W28,2024-07-09,10899,919,Levererad,Köttbullar med makaroner,Barnens favorit-pasta,Chicken nuggets-sallad,,,
LEV-2024-000129,PREN-1201,KUND-05200,2024-04-24,,,,Familj,,6,2024-W28,2024-07-09,50032,919,OK,Barnens favorit-pasta,Köttbullar med makaroner,Pannkakor med sylt,"Helt okej, men inget speciellt denna vecka.",2024-07-16,3
LEV-2024-000130,PREN-1202,KUND-05201,2024-04-11,,,2024-08-12,Snabb & Enkel,Standard,"""4""",2024-W28,2024-07-09,70414,659,Levererad,Wrap med kyckling,15-minuters wok,Sallad med räkor,,,
LEV-2024-000131,PREN-1203,KUND-05202,2024-06-26,,,2024-11-30,Klassisk,Fläskfri,4,2024-W28,2024-07-10,20274,699,Levererad,Köttfärssås med pasta,Pasta Carbonara,Kyckling Tikka Masala,Recepten var för krångliga för en 'snabb' kasse.,2024-07-12,2
LEV-2024-000132,PREN-1204,KUND-05203,2024-04-05,,,,Familj,Laktosfri,4,2024-W28,2024-07-08,,749,Levererad,Tacos,Köttbullar med makaroner,Fiskpinnar med potatismos,,,
LEV-2024-000133,PREN-1208,KUND-05207,2024-05-28,,,,Klassisk,Standard,2,2024-W28,2024-07-09,41957,499,Levererad,Kycklinggryta med ris,Fläskfilé med gräddsås,Biff med bearnaise,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-07-16,4
LEV-2024-000134,PREN-1210,KUND-05209,2024-04-21,,,,Quick,Ingen preferens,4,2024-W28,2024-07-09,60383,659,Levererad,Snabb pasta pesto,Toast med avokado och ägg,Wrap med kyckling,"Helt okej, men inget speciellt denna vecka.",2024-07-12,3
LEV-2024-000135,PREN-1212,KUND-05211,2024-04-16,,,,Vegetarisk,Inga,2,2024-W28,2024-07-10,10410,479,Levererad,Grönsaksgratäng,Svamprisotto,Halloumisallad,,,
LEV-2024-000136,PREN-1218,KUND-05217,2024-06-03,,,,Familj,unknown,4,2024-W28,2024-07-09,10027,719,Levererad,Tacos,Köttbullar med makaroner,Pannkakor med sylt,Bästa matkassen vi testat. Rekommenderas!,2024-07-12,4
LEV-2024-000137,PREN-1219,KUND-05218,2024-06-22,,,,Veggie,Laktosfri,4,2024-W28,2024-07-10,10294,709,Levererad,Grönsaksgratäng,Thai-curry med tofu,Svamprisotto,Överraskad över hur gott det blev! Ny favoriträtt.,2024-07-13,4
LEV-2024-000138,PREN-1002,KUND-05001,2024-04-10,,,,Klassisk,Standard,4,2024-W29,2024-07-16,10393,699,Levererad,Köttfärssås med pasta,Panerad fisk med remouladsås,Fläskfilé med gräddsås,,,
LEV-2024-000139,PREN-1006,KUND-05005,2024-07-08,,,2024-08-26,Klassisk,,2,2024-W29,2024-07-16,11395,499,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Fläskfilé med gräddsås,,,
LEV-2024-000140,PREN-1011,KUND-05010,2024-05-11,,,2024-07-16,Vegetarisk,LAKTOSFRI,4,2024-W29,2024-07-16,10686,709,Levererad,Vegansk burrito bowl,Svamprisotto,Falafel med hummus,Goda recept denna vecka! Speciellt Svamprisotto.,2024-07-21,4
LEV-2024-000141,PREN-1017,KUND-05016,2024-05-26,,,,Snabb & Enkel,Laktosfri,4,2024-W29,2024-07-17,40695,689,Levererad,Sallad med räkor,Snabb pasta pesto,15-minuters wok,Äntligen vegetariska recept som hela familjen gillar.,2024-07-23,4
LEV-2024-000142,PREN-1018,KUND-05017,2024-05-02,,,2024-08-19,Klassisk,Standard,2,2024-W29,2024-07-17,21938,499,Levererad,Köttfärssås med pasta,Fläskfilé med gräddsås,Kyckling Tikka Masala,,,
LEV-2024-000143,PREN-1023,KUND-05022,2024-04-21,,,,Klassisk,Glutenfri,4,2024-W29,2024-07-15,10811,749,Levererad,Panerad fisk med remouladsås,Biff med bearnaise,Kyckling Tikka Masala,,,
LEV-2024-000144,PREN-1024,KUND-05023,2024-05-14,,,2024-08-05,Klassisk,,6,2024-W29,2024-07-17,60258,0,Levererad,Panerad fisk med remouladsås,Fläskfilé med gräddsås,Biff med bearnaise,Älskar att slippa planera middagar. Tack!,2024-07-21,5
LEV-2024-000145,PREN-1032,KUND-05031,2024-05-11,,,,Klassisk,Standard,4,v.29,2024-07-15,10474,699,Levererad,Kycklinggryta med ris,Pasta Carbonara,Kyckling Tikka Masala,,,
LEV-2024-000146,PREN-1033,KUND-05032,2024-04-25,,,,Vegetarisk,Glutenfri,2,2024-W29,2024-07-15,11291,529,LEVERERAD,Halloumisallad,Falafel med hummus,Thai-curry med tofu,Bra variation och tydliga instruktioner.,2024-07-22,4
LEV-2024-000147,PREN-1035,KUND-05034,2024-05-09,,,2024-07-22,Klassisk,Standard,2,2024-W29,2024-07-15,60055,499,Missad,Panerad fisk med remouladsås,Pasta Carbonara,Biff med bearnaise,Missad leverans IGEN. Funderar på att avsluta.,2024-07-16,2
LEV-2024-000148,PREN-1038,KUND-05037,2024-06-09,,,2024-08-05,Klassisk,Laktosfri,2,2024-W29,2024-07-17,S-10738,529,Levererad,Kycklinggryta med ris,Laxfile med potatismos,Panerad fisk med remouladsås,,,
LEV-2024-000149,PREN-1039,KUND-05038,2024-05-29,,,,Klassisk,Standard,2,2024-W29,2024-07-16,504 54,499,Levererad,Panerad fisk med remouladsås,Laxfile med potatismos,Biff med bearnaise,Snabb leverans och allt var fräscht.,2024-07-23,5
LEV-2024-000150,PREN-1044,KUND-05043,2024-07-14,,,,Familj,Inga,4,2024-W29,2024-07-16,40696,719,Levererad,Pizza med färskost,Köttbullar med makaroner,Chicken nuggets-sallad,,,
LEV-2024-000151,PREN-1049,KUND-05048,2024-07-13,,,2024-09-07,Klassisk,Standard,2,vecka 29,2024-07-15,41164,499,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Biff med bearnaise,,,
LEV-2024-000152,PREN-1054,KUND-05053,2024-05-11,,,,Familj,Standard,4,2024-W29,2024-07-17,21617,719,Missad,Fiskpinnar med potatismos,Chicken nuggets-sallad,Korv stroganoff,Inget paket denna vecka trots att jag betalat.,2024-07-20,2
LEV-2024-000153,PREN-1055,KUND-05054,2024-04-07,,,,Snabb & Enkel,Laktosfri,2,29,2024-07-15,10548,489,Levererad,Snabb pasta pesto,Sallad med räkor,Snabb tomatsoppa,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-07-19,5
LEV-2024-000154,PREN-1062,KUND-05061,2024-06-20,,,,Vegetarisk,Nötfri,2,2024-W29,2024-07-16,70319,0,Levererad,Vegetarisk lasagne,Grönsaksgratäng,Vegansk burrito bowl,,,
LEV-2024-000155,PREN-1068,KUND-05067,2024-06-12,,,2024-08-05,Snabb & Enkel,Laktosfri,2,2024-W29,2024-07-17,10320,489,OK,Snabb tomatsoppa,15-minuters wok,Wrap med kyckling,"Helt okej, men inget speciellt denna vecka.",2024-07-19,3
LEV-2024-000156,PREN-1071,KUND-05070,2024-06-19,,,2024-07-22,klassisk,N/A,2,2024-W29,2024-07-16,10898,499,Levererad,Biff med bearnaise,Kycklinggryta med ris,Köttfärssås med pasta,,,
LEV-2024-000157,PREN-1076,KUND-05075,2024-04-23,,,,Snabb & Enkel,Standard,4,2024-W29,2024-07-16,21938,659,LEVERERAD,Toast med avokado och ägg,15-minuters wok,Sallad med räkor,,,
LEV-2024-000158,PREN-1077,KUND-05076,2024-06-17,,,2024-09-10,Snabb & Enkel,Ingen fläsk,2,v.29,2024-07-17,40922,459,Levererad,Sallad med räkor,Snabb pasta pesto,Snabb tomatsoppa,Gott men för lite grönsaker i familjevarianten.,2024-07-19,3
LEV-2024-000159,PREN-1078,KUND-05077,2024-07-15,,,2024-09-02,Vegetarisk,Standard,2,W29-2024,2024-07-16,10499,479 kr,Delivered,Vegetarisk lasagne,Halloumisallad,Falafel med hummus,"Fungerar, men recepten börjar bli repetitiva.",2024-07-20,3
LEV-2024-000160,PREN-1084,KUND-05083,2024-06-23,,,,Familj,Glutenfri,4,2024-W29,2024-07-17,40494,769,Missad,Chicken nuggets-sallad,Pizza med färskost,Barnens favorit-pasta,Missad leverans IGEN. Funderar på att avsluta.,2024-07-20,2
LEV-2024-000161,PREN-1086,KUND-05085,2024-05-20,,,2024-07-22,Vegetarisk,Standard,4,2024-W29,2024-07-16,11036,679,Levererad,Vegetarisk lasagne,Falafel med hummus,Pasta med pesto och mozarella,,,
LEV-2024-000162,PREN-1088,KUND-05087,2024-04-25,,,,Klassisk,Glutenfri,2,2024-W29,2024-07-16,70273,549,Levererad,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Laxfile med potatismos,Goda recept denna vecka! Speciellt Fläskfilé med gräddsås.,2024-07-21,5
LEV-2024-000163,PREN-1092,KUND-05091,2024-06-23,,,,Snabb & Enkel,Fläskfri,2,2024-W29,2024-07-17,11615,459,Levererad,Snabb tomatsoppa,Snabb pasta pesto,15-minuters wok,,,
LEV-2024-000164,PREN-1094,KUND-05093,2024-04-27,,,,Snabb & Enkel,Standard,4,2024-W29,2024-07-16,20262,659,Levererad,Snabb tomatsoppa,Snabb pasta pesto,15-minuters wok,Snabb leverans och allt var fräscht.,2024-07-18,4
LEV-2024-000165,PREN-1097,KUND-05096,2024-04-27,,,,Familj,Laktosfri,4 st,2024-W29,2024-07-16,10413,749,Levererad,Chicken nuggets-sallad,Tacos,Pizza med färskost,Älskar att slippa planera middagar. Tack!,2024-07-21,4
LEV-2024-000166,PREN-1098,KUND-05097,2024-06-03,,,,Vegetarisk,Standard,4,2024-W29,2024-07-15,10188,679,Levererad,Grönsaksgratäng,Falafel med hummus,Vegetarisk lasagne,,,
LEV-2024-000167,PREN-1114,KUND-05113,2024-04-07,,,,Standard,Standard,6,2024-W29,2024-07-16,41318,899,Levererad,Köttfärssås med pasta,Biff med bearnaise,Laxfile med potatismos,,,
LEV-2024-000168,PREN-1122,KUND-05121,2024-07-13,,,2024-08-12,Klassisk,Standard,4,2024-W29,2024-07-15,40529,699,Levererad,Kycklinggryta med ris,Pasta Carbonara,Panerad fisk med remouladsås,Laktosfri-recepten smakar inte lika bra. Besviken.,2024-07-21,2
LEV-2024-000169,PREN-1123,KUND-05122,2024-04-25,,,2024-08-12,Familj,Standard,4,2024-W29,2024-07-17,41281,719,Levererad,Chicken nuggets-sallad,Korv stroganoff,Köttbullar med makaroner,,,
LEV-2024-000170,PREN-1125,KUND-05124,2024-05-26,,,2024-07-29,Klassisk,Standard,4,2024-W29,2024-07-15,11857,699,Levererad,Pasta Carbonara,Fläskfilé med gräddsås,Biff med bearnaise,,,
LEV-2024-000171,PREN-1128,KUND-05127,2024-04-19,,,,Klassisk,Standard,2,2024-W29,2024-07-17,41358,499,Levererad,Laxfile med potatismos,Pasta Carbonara,Köttfärssås med pasta,Priset är högt men sparar tid. På gränsen.,2024-07-20,3
LEV-2024-000172,PREN-1132,KUND-05131,2024-05-07,,,2024-08-12,Familj,Standard,4,2024-W29,2024-07-15,20632,719,Levererad,Köttbullar med makaroner,Pizza med färskost,Tacos,Äntligen vegetariska recept som hela familjen gillar.,2024-07-19,4
LEV-2024-000173,PREN-1136,KUND-05135,2024-06-27,,,2024-08-26,Klassisk,laktosfri,2,2024-W29,2024-07-17,40875,529,Missad,Kycklinggryta med ris,Pasta Carbonara,Köttfärssås med pasta,Inget paket denna vecka trots att jag betalat.,2024-07-19,2
LEV-2024-000174,PREN-1137,KUND-05136,2024-05-09,,,,Klassisk,Standard,2,2024-W29,2024-07-17,21132,499,LEVERERAD,Pasta Carbonara,Biff med bearnaise,Panerad fisk med remouladsås,,,
LEV-2024-000175,PREN-1144,KUND-05143,2024-05-08,,,,Snabb & Enkel,Standard,4,2024-W29,2024-07-16,40286,659,Levererad,Wrap med kyckling,Snabb pasta pesto,Quesadillas,,,
LEV-2024-000176,PREN-1145,KUND-05144,2024-06-25,,,,Familj,Standard,6,2024-W29,2024-07-15,41821,919,Missad,Köttbullar med makaroner,Fiskpinnar med potatismos,Pannkakor med sylt,,,
LEV-2024-000177,PREN-1146,KUND-05145,2024-07-03,,,,Klassisk,Fläskfri,2,v.29,2024-07-16,41338,499,Levererad,Fläskfilé med gräddsås,Köttfärssås med pasta,Panerad fisk med remouladsås,,,
LEV-2024-000178,PREN-1154,KUND-05153,2024-07-06,,,2024-08-03,Klassisk,Standard,2,2024-W29,2024-07-17,,499,Levererad,Laxfile med potatismos,Kyckling Tikka Masala,Köttfärssås med pasta,Lagom. Varken bättre eller sämre än förväntat.,2024-07-19,3
LEV-2024-000179,PREN-1160,KUND-05159,2024-04-28,,,,Familj,Laktosfri,4,2024-W29,2024-07-16,10853,749,Levererad,Pizza med färskost,Chicken nuggets-sallad,Köttbullar med makaroner,"Helt okej, men inget speciellt denna vecka.",2024-07-20,3
LEV-2024-000180,PREN-1163,KUND-05162,2024-06-14,,,,klassisk,Laktosfri,6,2024-W29,2024-07-16,,929,Levererad,Kyckling Tikka Masala,Biff med bearnaise,Panerad fisk med remouladsås,,,
LEV-2024-000181,PREN-1164,KUND-05163,2024-07-09,,,,Klassisk,Standard,4,2024-W29,2024-07-15,11844,699,Delivered,Kyckling Tikka Masala,Biff med bearnaise,Laxfile med potatismos,Bästa matkassen vi testat. Rekommenderas!,2024-07-22,4
LEV-2024-000182,PREN-1165,KUND-05164,2024-04-22,,,,Klassisk,Fläskfri,2,2024-W29,2024-07-15,10120,499,levererad,Köttfärssås med pasta,Biff med bearnaise,Kyckling Tikka Masala,,,
LEV-2024-000183,PREN-1166,KUND-05165,2024-05-14,,,2024-09-29,Family,Standard,4,2024-W29,2024-07-17,50588,719,Missad,Barnens favorit-pasta,Korv stroganoff,Köttbullar med makaroner,"Var är min matkasse?! Ingen info, ingen leverans.",2024-07-18,2
LEV-2024-000184,PREN-1167,KUND-05166,2024-04-09,,,,Klassisk,Standard,4,2024-W29,2024-07-17,10140,699,Levererad,Pasta Carbonara,Kycklinggryta med ris,Biff med bearnaise,,,
LEV-2024-000185,PREN-1169,KUND-05168,2024-07-12,,,,Klassisk,Standard,6,2024-W29,2024-07-15,10273,899,Levererad,Köttfärssås med pasta,Pasta Carbonara,Kyckling Tikka Masala,Ok kvalitet men Pasta Carbonara var inte min grej.,2024-07-21,3
LEV-2024-000186,PREN-1170,KUND-05169,2024-05-02,,,,Klassisk,,4,2024-W29,2024-07-16,90498,699,Levererad,Kycklinggryta med ris,Panerad fisk med remouladsås,Pasta Carbonara,Bästa matkassen vi testat. Rekommenderas!,2024-07-21,4
LEV-2024-000187,PREN-1172,KUND-05171,2024-07-03,,,,Vegetarisk,Standard,2,2024-W29,2024-07-15,10713,479,Missad,Pasta med pesto och mozarella,Thai-curry med tofu,Grönsaksgratäng,Inget paket denna vecka trots att jag betalat.,2024-07-18,1
LEV-2024-000188,PREN-1173,KUND-05172,2024-05-05,,,2024-08-14,Veg,Standard,2,2024-W29,2024-07-17,90777,479,OK,Halloumisallad,Svamprisotto,Pasta med pesto och mozarella,Laktosfri-recepten smakar inte lika bra. Besviken.,2024-07-24,2
LEV-2024-000189,PREN-1174,KUND-05173,2024-04-20,,,,Klassisk,Normal,2,2024-W29,2024-07-17,60891,499,Levererad,Pasta Carbonara,Köttfärssås med pasta,Kycklinggryta med ris,,,
LEV-2024-000190,PREN-1176,KUND-05175,2024-04-22,,,,Klassisk,Standard,4,2024-W29,2024-07-17,10488,699,Levererad,Köttfärssås med pasta,Laxfile med potatismos,Fläskfilé med gräddsås,,,
LEV-2024-000191,PREN-1178,KUND-05177,2024-06-08,,,,Familj,Laktosfri,4,2024-W29,2024-07-16,40790,749,Levererad,Korv stroganoff,Tacos,Fiskpinnar med potatismos,,,
LEV-2024-000192,PREN-1179,KUND-05178,2024-06-03,,,,Familj,unknown,4,2024-W29,2024-07-16,10030,719,Levererad,Chicken nuggets-sallad,Pannkakor med sylt,Pizza med färskost,,,
LEV-2024-000193,PREN-1181,KUND-05180,2024-04-29,,,2024-08-05,Standard,Standard,2 st,2024-W29,2024-07-17,10116,499,Levererad,Kycklinggryta med ris,Pasta Carbonara,Fläskfilé med gräddsås,,,
LEV-2024-000194,PREN-1196,KUND-05195,2024-06-17,,,,Familjekassen,Laktosfri,4,2024-W29,2024-07-16,20754,749,Levererad,Korv stroganoff,Pannkakor med sylt,Pizza med färskost,"Sådär. Några recept var bra, andra inte.",2024-07-20,3
LEV-2024-000195,PREN-1197,KUND-05196,2024-06-14,,,2024-07-29,Klassisk,N/A,2,2024-W29,2024-07-17,80528,499,Levererad,Fläskfilé med gräddsås,Laxfile med potatismos,Panerad fisk med remouladsås,,,
LEV-2024-000196,PREN-1201,KUND-05200,2024-04-24,,,,Familj,Standard,6,2024-W29,2024-07-16,S-50032,919,Levererad,Tacos,Barnens favorit-pasta,Korv stroganoff,,,
LEV-2024-000197,PREN-1202,KUND-05201,2024-04-11,,,2024-08-12,Express,Standard,4,2024-W29,2024-07-16,70414,659,Levererad,15-minuters wok,Ramen-nudlar,Sallad med räkor,,,
LEV-2024-000198,PREN-1204,KUND-05203,2024-04-05,,,,Family,Lactose free,4,2024-W29,2024-07-16,41288,749,Missad,Fiskpinnar med potatismos,Tacos,Pizza med färskost,Missad leverans IGEN. Funderar på att avsluta.,2024-07-18,2
LEV-2024-000199,PREN-1208,KUND-05207,2024-05-28,,,,Klassisk,Standard,2,2024-W29,2024-07-17,41957,499,Levererad,Kyckling Tikka Masala,Panerad fisk med remouladsås,Laxfile med potatismos,,,
LEV-2024-000200,PREN-1210,KUND-05209,2024-04-21,,,,Snabb & Enkel,Standard,4,2024-W29,2024-07-15,603 83,659,Levererad,Wrap med kyckling,Snabb tomatsoppa,15-minuters wok,,,
LEV-2024-000201,PREN-1218,KUND-05217,2024-06-03,,,,Familj,Standard,4,2024-W29,2024-07-17,10027,SEK 719,Levererad,Pannkakor med sylt,Pizza med färskost,Chicken nuggets-sallad,,,
LEV-2024-000202,PREN-1219,KUND-05218,2024-06-22,,,,Vegetarisk,Laktosfri,4,2024-W29,2024-07-15,10294,709,Levererad,Thai-curry med tofu,Svamprisotto,Falafel med hummus,,,
LEV-2024-000203,PREN-1002,KUND-05001,2024-04-10,,,,klassisk,unknown,4,2024-W30,2024-07-24,10393,699,Levererad,Kycklinggryta med ris,Köttfärssås med pasta,Pasta Carbonara,,,
LEV-2024-000204,PREN-1006,KUND-05005,2024-07-08,,,2024-08-26,Klassisk,,två,2024-W30,2024-07-24,11395,SEK 499,Levererad,Kycklinggryta med ris,Köttfärssås med pasta,Kyckling Tikka Masala,,,
LEV-2024-000205,PREN-1017,KUND-05016,2024-05-26,,,,Snabb & Enkel,Laktosfri,4,2024-W30,2024-07-23,40695,689,Levererad,Toast med avokado och ägg,15-minuters wok,Snabb pasta pesto,Ok kvalitet men Snabb pasta pesto var inte min grej.,2024-07-26,3
LEV-2024-000206,PREN-1018,KUND-05017,2024-05-02,,,2024-08-19,Klassisk,Standard,2,2024-W30,2024-07-23,21938,499,Levererad,Laxfile med potatismos,Biff med bearnaise,Pasta Carbonara,,,
LEV-2024-000207,PREN-1021,KUND-05020,2024-07-16,,,,Vegetarisk,LAKTOSFRI,4,2024-W30,2024-07-24,80117,709,Missad,Vegansk burrito bowl,Pasta med pesto och mozarella,Halloumisallad,Missad leverans IGEN. Funderar på att avsluta.,2024-07-25,1
LEV-2024-000208,PREN-1023,KUND-05022,2024-04-21,,,,Klassisk,Glutenfri,4,2024-W30,2024-07-24,10811,749,Levererad,Kyckling Tikka Masala,Biff med bearnaise,Pasta Carbonara,Överraskad över hur gott det blev! Ny favoriträtt.,2024-07-29,5
LEV-2024-000209,PREN-1025,KUND-05024,2024-07-19,,,2024-08-09,Familj,Laktosfri,6,v30,2024-07-23,40729,949,Missad,Fiskpinnar med potatismos,Barnens favorit-pasta,Chicken nuggets-sallad,Inget paket denna vecka trots att jag betalat.,2024-07-24,2
LEV-2024-000210,PREN-1032,KUND-05031,2024-05-11,,,,Klassisk,,4,2024-W30,2024-07-23,10474,699,Levererad,Köttfärssås med pasta,Pasta Carbonara,Panerad fisk med remouladsås,Äntligen vegetariska recept som hela familjen gillar.,2024-07-26,4
LEV-2024-000211,PREN-1033,KUND-05032,2024-04-25,,,,VEGETARISK,Glutenfri,0,2024-W30,2024-07-22,11291,529,Levererad,Thai-curry med tofu,Vegetarisk lasagne,Halloumisallad,,,
LEV-2024-000212,PREN-1039,KUND-05038,2024-05-29,,,,Klassisk,Standard,2,30,2024-07-23,50454,499,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Kyckling Tikka Masala,,,
LEV-2024-000213,PREN-1044,KUND-05043,2024-07-14,,,,Familj,Standard,4,2024-W30,2024-07-23,40696,0,Missad,Chicken nuggets-sallad,Pannkakor med sylt,Köttbullar med makaroner,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-07-24,1
LEV-2024-000214,PREN-1049,KUND-05048,2024-07-13,,,2024-09-07,Klassisk,Standard,2,2024-W30,2024-07-22,41164,499,Levererad,Laxfile med potatismos,Kycklinggryta med ris,Panerad fisk med remouladsås,"Bra vissa veckor, sämre andra. Ojämnt.",2024-07-24,3
LEV-2024-000215,PREN-1054,KUND-05053,2024-05-11,,,,Familj,Standard,4 st,2024-W30,2024-07-23,21617,719,Levererad,Barnens favorit-pasta,Tacos,Pizza med färskost,Barnen älskade Barnens favorit-pasta. Kommer definitivt beställa igen!,2024-07-30,4
LEV-2024-000216,PREN-1055,KUND-05054,2024-04-07,,,,Snabb & Enkel,N/A,"""2""",2024-W30,2024-07-22,10548,489,Levererad,Snabb pasta pesto,Sallad med räkor,Toast med avokado och ägg,,,
LEV-2024-000217,PREN-1068,KUND-05067,2024-06-12,,,2024-08-05,Snabb & Enkel,Laktosfri,2,vecka 30,2024-07-24,10320,489,Levererad,Wrap med kyckling,Snabb pasta pesto,Ramen-nudlar,,,
